source_no;sku;slug;status;name_ar;name_en;category;category_slug;subcategory;brand;model;country_of_origin;unit;quantity;price_sar;price_type;availability;warranty;short_description_ar;full_description_ar;dimensions;voltage;frequency;phase;power;capacity;temperature_range;productivity;material;stainless_grade;image_filename;datasheet_filename;possible_duplicate_of;inferred_fields;data_quality;data_quality_notes;additional_image_filenames;image_count
143;EW-QT-0143;crepe-maker-0143;active;ماكينة كريب;Crepe Maker;معدات المخابز;bakery-equipment;معدات الحلويات;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;ماكينة صنع الكريب من الفولاذ المقاوم للصدأ -SIZE:45X47X23 -POWER:3KW -VOLTAGE:220V/60HZ/1N;ماكينة صنع الكريب من الفولاذ المقاوم للصدأ -SIZE:45X47X23 -POWER:3KW -VOLTAGE:220V/60HZ/1N;45X47X23 ;220V/60;60HZ;1N;3KW;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0143.jpeg;EW-QT-0143.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
144;EW-QT-0144;waffle-maker-0144;active;ماكينة وافل;Waffle Maker;معدات المخابز;bakery-equipment;معدات الحلويات;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;ماكينة عمل الوافل Exterior body is made of stainless steel Mold plate is made of high-grade aluminum with Teflon coated non-stick surface Overall double-sided constant temperature heating guarantees the perfect color of each lolly stick waffle Makes 4 wheat sh…;ماكينة عمل الوافل Exterior body is made of stainless steel Mold plate is made of high-grade aluminum with Teflon coated non-stick surface Overall double-sided constant temperature heating guarantees the perfect color of each lolly stick waffle Makes 4 wheat shaped waffles Adjustable thermostat (50-300 C) Power on/off button make usage of the machine very effortless Dimensions (mm): 410 W x 305 D x 240 H;غير مذكور;غير مذكور;غير مذكور;غير مذكور;410 W;غير مذكور;;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0144.jpeg;EW-QT-0144.pdf;130;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور؛ تكرار مطابق محتمل للبند 130;;1
145;EW-QT-0145;upright-refrigerator-2-door-0145;active;ثلاجة عمودية 2 باب;Upright Refrigerator, 2 Door;التبريد والتجميد;refrigeration;الثلاجات العمودية;غير مذكور;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;ثلاجة ستانلس ستيل 2 باب وطني -كمبورسر فرنسي -جميع القطع إيطالي -ستانلس ستيل 304 اصلي -ترومستات الكتروني;ثلاجة ستانلس ستيل 2 باب وطني -كمبورسر فرنسي -جميع القطع إيطالي -ستانلس ستيل 304 اصلي -ترومستات الكتروني;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;304;EW-QT-0145.jpeg;EW-QT-0145.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
146;EW-QT-0146;upright-freezer-2-door-0146;active;فريزر عمودي 2 باب;Upright Freezer, 2 Door;التبريد والتجميد;refrigeration;الفريزرات العمودية;غير مذكور;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;فريزر ستانلس ستيل 2 باب وطني -كمبورسر فرنسي -جميع القطع إيطالي -ستانلس ستيل 304 اصلي -ترومستات الكتروني;فريزر ستانلس ستيل 2 باب وطني -كمبورسر فرنسي -جميع القطع إيطالي -ستانلس ستيل 304 اصلي -ترومستات الكتروني;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;304;EW-QT-0146.jpeg;EW-QT-0146.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
147;EW-QT-0147;juice-dispenser-18-l-0147;active;موزع عصير 18 لتر;Juice Dispenser, 18 L;معدات الكافيهات;cafe-equipment;موزعات المشروبات;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;موزع العصير بوعائين و بسعة 18 لتر لكل وعاء -مزودة بوعائين بسعة 18 لتر لكل منهما -يتميز نظام الخلط بنظام تحريك بواسطة مجاديف ، لتجنب أكسدة الرغوة والمشروبات -مصنوعة من الفولاذ المقاوم للصدأ درجة حرارة قابلة للتعديل- -ضاغط محكم مبرد بالهواء تتميز بحنفية مقاومة ل…;موزع العصير بوعائين و بسعة 18 لتر لكل وعاء -مزودة بوعائين بسعة 18 لتر لكل منهما -يتميز نظام الخلط بنظام تحريك بواسطة مجاديف ، لتجنب أكسدة الرغوة والمشروبات -مصنوعة من الفولاذ المقاوم للصدأ درجة حرارة قابلة للتعديل- -ضاغط محكم مبرد بالهواء تتميز بحنفية مقاومة للتنقيط- -مجهزة بصينية التقطير 220V/1N/60HZ MADE IN CHINA;غير مذكور;220V/1N;60HZ;1N;غير مذكور;18 لتر;;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0147.jpeg;EW-QT-0147.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
148;EW-QT-0148;convection-oven-0148;active;فرن كونفكشن;Convection Oven;معدات المخابز;bakery-equipment;أفران الكونفكشن;Salva;غير مذكور;إسبانيا;قطعة;1;;request_quote;غير محدد;غير مذكور;Eolo Convection Oven SALVA حجم صغير، يبلغ عرضه 78 سم فقط - مثالي للمخابز حيث المساحة محدودة يصل إلى درجة حرارة الطهي بسرع حقن البخار اختياري - يتم حقن الماء مباشرة في التوربين سهلة الاستخدام بفضل التحكم الإلكتروني سهل الاستخدام من السهل تنظيف جدران الأبواب وال…;Eolo Convection Oven SALVA حجم صغير، يبلغ عرضه 78 سم فقط - مثالي للمخابز حيث المساحة محدودة يصل إلى درجة حرارة الطهي بسرع حقن البخار اختياري - يتم حقن الماء مباشرة في التوربين سهلة الاستخدام بفضل التحكم الإلكتروني سهل الاستخدام من السهل تنظيف جدران الأبواب والغرف -سعة تسع صواني مقاس 60*40 -طاقة:12 كيلو واط -فولت:400فولت/3خط/50-60هرتز MADE IN SPAIN;60*40 ;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;;غير مذكور;غير مذكور;غير مذكور;EW-QT-0148.png;EW-QT-0148.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;متوسط;رقم الموديل غير مذكور؛ السعر غير مذكور;;1
149;EW-QT-0149;ice-maker-0149;active;صانعة ثلج;Ice Maker;التبريد والتجميد;refrigeration;صانعات الثلج;Hoshizaki;غير مذكور;المملكة المتحدة;قطعة;1;;request_quote;غير محدد;غير مذكور;ICE MAKER HOSHIZAKI 200KG/24H قدرة إنتاج رقائق الثلج: 200 كجم/24 ساعة يتم التحكم به بواسطة كمبيوتر صغير دون الحاجة إلى إجراء تعديلات مادية المثقاب والمبخر مصنوعان من الفولاذ المقاوم للصدأ عالي الجودة فلتر هواء سهل التنظيف استهلاك المياه يساوي إنتاج الثلج بسبب…;ICE MAKER HOSHIZAKI 200KG/24H قدرة إنتاج رقائق الثلج: 200 كجم/24 ساعة يتم التحكم به بواسطة كمبيوتر صغير دون الحاجة إلى إجراء تعديلات مادية المثقاب والمبخر مصنوعان من الفولاذ المقاوم للصدأ عالي الجودة فلتر هواء سهل التنظيف استهلاك المياه يساوي إنتاج الثلج بسبب نظام الحلزون MADE IN UK;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;200KG;غير مذكور;200KG/24H;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0149.jpeg;EW-QT-0149.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;متوسط;رقم الموديل غير مذكور؛ السعر غير مذكور;;1
151;EW-QT-0151;stainless-steel-base-cabinet-0151;active;كابينة أرضية ستانلس 10 سم;Stainless Steel Base Cabinet;منتجات الستانلس ستيل;stainless-steel;الخزائن;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;كابينة أرضية من الاستانلس ستيل S/STEEL floor CABINET Size 130x70x90+10 cm;كابينة أرضية من الاستانلس ستيل S/STEEL floor CABINET Size 130x70x90+10 cm;130x70x90+10 cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0151.png;EW-QT-0151.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
152;EW-QT-0152;stainless-steel-wall-cabinet-0152;active;كابينة جدارية ستانلس 60 سم;Stainless Steel Wall Cabinet;منتجات الستانلس ستيل;stainless-steel;الخزائن;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;كابينة جدارية من الاستانلس ستيل S/STEEL WALL CABINET Size 127x40x60 cm;كابينة جدارية من الاستانلس ستيل S/STEEL WALL CABINET Size 127x40x60 cm;127x40x60 cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0152.png;EW-QT-0152.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
153;EW-QT-0153;stainless-steel-exhaust-hood-0153;active;هود شفط ستانلس ستيل 50 سم;Stainless Steel Exhaust Hood;منتجات الستانلس ستيل;stainless-steel;هودات الشفط;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;هود من الستانلس ستيل مع فلاتر وأنارة وكاسات للزيت S/STEEL EXHAUST HOOD Size 250x100x50 cm;هود من الستانلس ستيل مع فلاتر وأنارة وكاسات للزيت S/STEEL EXHAUST HOOD Size 250x100x50 cm;250x100x50 cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0153.png;EW-QT-0153.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
154;EW-QT-0154;stainless-steel-work-table-0154;active;طاولة ستانلس ستيل 90 سم;Stainless Steel Work Table;منتجات الستانلس ستيل;stainless-steel;الطاولات;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;طاولة جزيرة ستانلس ستيل S/STEEL TABLE Size 260x50x90 cm;طاولة جزيرة ستانلس ستيل S/STEEL TABLE Size 260x50x90 cm;260x50x90 cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0154.png;EW-QT-0154.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
155;EW-QT-0155;stainless-steel-sink-0155;active;مجلى ستانلس ستيل 10 سم;Stainless Steel Sink;منتجات الستانلس ستيل;stainless-steel;الأحواض والمجالي;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;مجلى ستانلس ستيل مغلقة 2 حوض مع شفة جدارية S/STEEL 2 BOWL SINK closed WITH & BACKSPLASH Size 220x70x90+10 CM Bowl size 50x50x30;مجلى ستانلس ستيل مغلقة 2 حوض مع شفة جدارية S/STEEL 2 BOWL SINK closed WITH & BACKSPLASH Size 220x70x90+10 CM Bowl size 50x50x30;220x70x90+10 CM;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0155.jpeg;EW-QT-0155.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
